Zip Codes
31820  31829  31900-09  31914  31917  31993-94  31997-99
32300–32399
 Overland Park error: parse didn't find zip codes
85281  85282  85283  85284  85285  85287
75069-75072
  Zip codes   36601-36612  36615-36619  36625  36628  36630  36633  36640-36641  36644  36652  36660  36663  36670-36671  36675  36685  36688-36689  36691  36693  36695  
33904  33909  33914  33990  33991  33993
 Shreveport error: parse didn't find zip codes
75033-75036  75068  75071
37901-37902  37909  37912  37914-37924  37927-37934  37938-37940  37950  37995-37998
01601–01610  01612–01615  01653–01655
78520  78521  78522  78523  78526
 Vancouver error: parse didn't find zip codes
33301  33304-33306  33308-33309  33312-33313  33315-33316  33334  33394 
  Zip codes   57101  57103-57110  57117-57118  57186  57188-57189  57192-57193  57197-57198  
91758  91761  91762  91764
37341  37343  37350  37351  37363  37377  37379  37402  37403  37404  37405  37406  37407  37408  37409  37410  37411  37412  37415  37416  37419  and 37421 
02901–02912  02918  02919  02940
23601-23609
91701  91729  91730  91737  91739 
95401–95407  95409 
92049  92051  92052  92054  92056–92058
97301  97302  97303  97304  97305  97306  97308  97309  97310  97311  97312  97313 & 97314
95624  95757–95759
92840–92846
33023-33029  33330-33332
85345  85381  85382  8538385373 (Sun City)85387 (Morristown)
97401–97405  97408  97440
92877–92883
27511-27513  27518  27519
65800-65899
80521–80528
39200-39299
22301 to 22315  22320 to 22336
94540–94546  94552  94557
93534–93536  93539  93584
Denver 80214-80215  80227  80226-80228  80232  80235-80236Golden 80401Littleton 80123
37040-37044
93550–93552  93590  93591  93599
93901–93902  93905–93907  93912  and 93915
01101  01103–01105  01107–01109  01118-01119  01128–01129  01151
33004  33009  33019-33021  33023  33024  33312  33314  33316
77501-77507  77059  77586
94085–94090
31200–31299
66101-66113  66115  66117-66119  66160
91766–91768
92025–92027  92029
76540  76541  76542  76543  76548  76549
 Naperville error: parse didn't find zip codes
60431  60432  60433  60434  60435  60436  60586
98004-98009
61101-61110  61112  61114  61125  61126
31401-31499
07501-07505  07508-07514  07522  07524  07533  07538  07543  07544 
90501–90510
06601  06602  06604  06605  06606  06607  06608  06610  06650  06673  06699 
78501-78504
75149  75150  75181
 Syracuse error: parse didn't find zip codes
79701-12
91101–91110  91114–91118  91121  91123–91126  91129  91182  91184  91185  91188  91189  91199
37127-37133
33023  33025  33027  33029
  ZIP codes   45400-45406  45408-45410  45412-45420  45422-45424  45426-45435  45437  45439-45441  45448-45449  45454  45458-45459  45469-45470  45475  45479  45481-45482  45490     
92831-92832
66051 66061 66062 66063
92856–92869
Denver 80221  80229  80233  80241  80260Brighton 80602
95678  95661  95747
76201–76210
76700-76799
85374  85378-85379  85387-85388
75006  75007  75010  75011
 West Valley City error: parse didn't find zip codes
29401  29403  29405  29407  29409  29412  29414  29424  29425  29455  29492
48088  48089  48090  48091  48092  48093  48397
 Hampton error: parse didn't find zip codes
32601–32614  32627  32635  32641  32653
93277-93279  93290-93292
33065  33067  33071  33073  33075  33076  33077
29201  29203-6  29209-10  29212  29223  29225  29229
52227  52228  52233  52324  52338  52401-11  52497-99
48310  48311  48312  48313  48314
06501–06540
069xx
94518–94521
98030  98031  98032  98035  98042  98064  98089
95050 95051 95054
07201 – Union Square station07202 – Bayway station07206 – Elizabethport station07207 – P.O. Boxes07208 – Elmora station  
78664  78665  78680—78683
91359  91320  91360–91362
70501–9  70593  70596  70598
30601  30602  30603  30604  30605  30606  30607  30608  30609  30612
66601-66612  66614-66622  66624-66626  66628-66629  66636-66637  66642  66647  66652-66653  66667  66675  66683  66692  66699  
93062–93065  93093–93094  93099
58102-58109  58121-58122  58124-58126
 Norman error: parse didn't find zip codes
65201  65202  65203  65211
79601-08 79697-99 
28401-28412
061xx
92392–92395 
77581  77584  77588
94589  94590  94591  94592
48103  48104  48105  48106  48107  48108  48109  48113
94701–94710  94712  94720
18101  18102  18103  18104  18105  18106  18109  18175  18195
75080-75083  75085
79760-69
80001-80007 and 80403 
02138  02139  02140  02141  02142
77478-79  77487  77496  and 77498
77701–77710  77713  77720  77725  77726
48901-48980 
  40 total ZIP codes:  47701  47702  47703  47704  47705  47706  47708  47710  47711  47712  47713  47714  47715  47716  47719  47720  47721  47722  47724  47725  47726  47727  47728  47730  47731  47732  47733  47734  47735  47736  47737  47739  47740  47741  47744  47747  47750  47755  47761  47777  
55901  55902  55903  55904  55905  55906
64050-64057
94533–94535
84601-84606
33755–33769
77840-77845
84081  84084  84088
92008–92011  92018
91731–91735
92562–92564
92589–92593
  ZIP codes    62701–62708  62711  62712  62715  62716  62719  62722  62723  62726  62736  62739  62756  62757  62761–62767  62769  62776  62777  62781  62786  62791  62794  62796  
32905-32911
92626–92628
80003  80005  80020-80021  80023  80030-80031  80035-80036  80221  80234  80241  80260
 North Charleston error: parse didn't find zip codes
33014  33054  33055  33056  33152  33169
03101-03111 (03110 assigned to suburb Bedford)
27260-27265
90239–90242
93611–93613 and 93619
33060-33077  33093  33097
81001-81012
60120–60125
01850  01851  01852  01853  01854
94509  94531
33401–33422
  29 total ZIP codes:  61601-61607  61612-61615  61625  61629  61630  61633  61634  61636-61639  61641  61643  61650-61656   
98201  98203  98204  98206  98207  98208  98213 
93001–93007  93009
80015-80016  80111-80112  80121-80122 80161 (PO Box)
33801–33815
97030  97080  97233
94801  94802  94804  94805  94807  94808  94850
59101-59117 
90301–90312
74011-74014
30328  30327  30338  30342  30350  30358  30319  30092 
92509  91752
97123  97124  97006
06701–06720
93454–93458
80301-80310  80314  80321-80323  80328  80329
80631-80634 & 80638-80639
94014–94017
83642  83646  83680
75029  75057  75067  75077
33312  33314  33317  33324-33332  33355  33331
91790–91793
77573-77574
757xx
90650–90652  90659
94401–94404  94497
54301-08  54311  54313  54324  54344
76301-11
89431–89437
08701  
91501–91508  91510  91521–91523  91526
92376–92377 
75002  75013
92019–92022  92090
 Las Cruces error: parse didn't find zip codes
98055–98059
52801–52809
46601  46604  46612–46617  46619–46620  46624  46626  46628–46629  46634–46635  46637  46660  46680  46699
92081  92083–92085
35401-35407  35485-35487
48035  48036  48038
08817  08818  08820  08837  08899  
07001 - Avenel 07064 - Port Reading 07067 - Colonia 07077 - Sewaren 07095 - Woodbridge 08830 - Iselin 08832 - Keasbey 08840 - Menlo Park Terrace 08861 - Hopelawn 08863 - Fords  
76901-09
53140–53144
95687  95688  95696
